ACCESSION	GSE1730
TITLE	mRNA abundance from wild type

EXP	NAME	STDDEV	SAMPLES	TIMEPOINT	CHANNELS	TEST COL	TEST BKGD	CNTL COL	CNTL BKGD	LOG	NORM	RMA DATA
70	mRNA abundance WT on LB / Genomic DNA from dnaC(ts) mutant	0.929	GSM30231,GSM30232,GSM30233,GSM30234		2	Cy3_Intensity		Cy5_Intensity		Yes	Yes	
71	mRNA abundance WT on LB / Genomic DNA from dnaC(ts) mutant (dye swap)	0.875	GSM30235,GSM30236,GSM30237,GSM30238		2	Cy3_Intensity		Cy5_Intensity		Yes	Yes	
72	mRNA abundance gyrA D82G mutant on LB / Genomic DNA from dnaC(ts) mutant	1.135	GSM30239,GSM30240,GSM30241,GSM30242		2	Cy5_Intensity		Cy3_Intensity		Yes	Yes	
73	mRNA abundance gyrA D82G mutant on LB / Genomic DNA from dnaC(ts) mutant (dye swap)	0.969	GSM30243,GSM30244,GSM30245,GSM30246		2	Cy3_Intensity		Cy5_Intensity		Yes	Yes	
74	mRNA abundance (wt in LB, norfloxacin for 10 min)  / Genomic DNA from dnaC(ts) mutant	0.697	GSM30247,GSM30248,GSM30249,GSM30250		2	Cy5_Intensity		Cy3_Intensity		Yes	Yes	
75	mRNA abundance (wt in LB, norfloxacin for 10 min) / Genomic DNA from dnaC(ts) mutant (dye swap)	0.631	GSM30251,GSM30252,GSM30253,GSM30254		2	Cy3_Intensity		Cy5_Intensity		Yes	Yes	
76	mRNA abundance (wt in LB, norfloxacin for 30 min) / Genomic DNA from dnaC(ts) mutant	0.904	GSM30255,GSM30256,GSM30257,GSM30258		2	Cy5_Intensity		Cy3_Intensity		Yes	Yes	
77	mRNA abundance (wt in LB, norfloxacin for 30 min) / Genomic DNA from dnaC(ts) mutant (dye swap)	0.811	GSM30259,GSM30260,GSM30261,GSM30262		2	Cy3_Intensity		Cy5_Intensity		Yes	Yes	
78	mRNA abundance (gyrA D82G, LB) / mRNA abundance (wt, LB)	0.285	GSM30330,GSM30331,GSM30332,GSM30333		2	Cy5_Intensity		Cy3_Intensity		Yes	Yes	
79	mRNA abundance (gyrA D82G, LB) / mRNA abundance (wt, LB) (dye swap)	0.345	GSM30334,GSM30335,GSM30336,GSM30337		2	Cy3_Intensity		Cy5_Intensity		Yes	Yes	
80	mRNA abundance (wt, M9) / Genomic DNA from dnaC(ts) mutant	0.300	GSM30338,GSM30339,GSM30340,GSM30341		2	Cy5_Intensity		Cy3_Intensity		Yes	Yes	

LABELS
LOCUSTAG	Locus_Tag
GENE	Name
EXP_num_M	Ratio of Test/Control
EXP_num_A	Average=0.5*(Test+Control)
EXP_num_TestInt	Test Intensity
EXP_num_CntlInt	Control Intensity

LOCUSTAG	GENE	EXP_70_M	EXP_70_A	EXP_70_TestInt	EXP_70_CntlInt	EXP_71_M	EXP_71_A	EXP_71_TestInt	EXP_71_CntlInt	EXP_72_M	EXP_72_A	EXP_72_TestInt	EXP_72_CntlInt	EXP_73_M	EXP_73_A	EXP_73_TestInt	EXP_73_CntlInt	EXP_74_M	EXP_74_A	EXP_74_TestInt	EXP_74_CntlInt	EXP_75_M	EXP_75_A	EXP_75_TestInt	EXP_75_CntlInt	EXP_76_M	EXP_76_A	EXP_76_TestInt	EXP_76_CntlInt	EXP_77_M	EXP_77_A	EXP_77_TestInt	EXP_77_CntlInt	EXP_78_M	EXP_78_A	EXP_78_TestInt	EXP_78_CntlInt	EXP_79_M	EXP_79_A	EXP_79_TestInt	EXP_79_CntlInt	EXP_80_M	EXP_80_A	EXP_80_TestInt	EXP_80_CntlInt
b1410	ynbC	0.888	11.377	3618.058	1955.064	-0.704	11.505	2277.129	3709.477	-1.082	12.441	3821.703	8090.426	-0.472	12.367	4485.335	6221.298	-0.801	10.434	1048.056	1826.037	-0.449	11.414	2335.475	3188.142	-0.383	9.962	873.401	1138.959	-0.318	9.885	846.872	1055.712	0.188	9.527	787.426	691.219	-0.054	8.889	465.294	483.040	0.153	10.841	1934.171	1739.552
b1411	ynbD	1.160	11.212	3546.057	1586.905	-1.061	11.654	2231.039	4654.789	-1.497	12.825	4319.055	12190.756	-0.745	12.625	4879.440	8177.817	-0.402	10.624	1372.890	1814.052	-0.270	11.530	2693.003	3247.244	-0.895	9.964	732.406	1361.990	-0.821	9.842	690.501	1219.860	0.206	10.095	1174.638	1018.337	-0.127	9.187	557.760	609.085	0.623	10.149	1409.043	914.919
b1412	azoR																																												
b1413	hrpA	-0.252	11.403	2481.506	2955.118	-0.305	12.081	3897.950	4815.601	0.164	12.124	4724.677	4216.996	-0.017	12.293	4988.879	5048.013	-0.453	10.919	1654.868	2265.321	-0.407	11.596	2688.340	3564.540	-0.107	9.727	816.608	879.476	-0.111	9.554	723.325	781.174	-0.014	10.529	1470.407	1484.746	-0.009	9.883	941.293	947.183	0.036	12.202	4770.749	4653.176
b1414	ydcF	-0.530	11.543	2483.226	3585.603	0.348	11.905	4326.546	3399.248	-0.184	12.404	5084.887	5776.580	0.133	12.082	4540.074	4140.244	-0.380	10.687	1445.146	1880.630	-0.416	11.546	2588.678	3453.875	-0.098	9.836	883.447	945.543	-0.323	9.888	847.165	1059.744	-0.307	9.936	880.696	1089.537	-0.236	8.678	377.413	444.488	-0.371	9.942	864.966	1118.617
b1415	aldA	-0.196	12.839	6845.784	7841.968	0.067	12.867	7646.056	7299.085	-0.468	13.386	9102.203	12590.081	-1.010	13.539	8387.354	16891.385	-0.885	11.267	1813.423	3348.966	-0.809	12.027	3152.979	5524.009	-0.762	10.005	789.065	1338.128	-0.632	10.233	966.751	1498.185	-0.041	10.931	1924.810	1980.295	-0.199	9.929	909.860	1044.430	0.170	12.747	7291.500	6480.997
b1416	b1416	-0.776	10.849	1409.531	2413.649	0.929	11.339	3574.436	1877.374	0.362	11.821	4101.682	3191.458	0.117	11.717	3505.732	3232.646	0.331	9.695	929.622	739.036	-0.044	11.042	2076.589	2140.897	0.094	9.166	593.457	556.023	-0.011	9.265	612.897	617.588	-0.081	9.880	916.188	969.099	-0.111	9.043	507.583	548.178	-0.136	11.533	2826.890	3106.340
b1417	b1417	-0.940	11.300	1820.350	3492.393	1.134	11.781	5213.368	2375.474	0.286	13.003	9064.426	7434.397	0.838	12.621	8422.308	4711.596	0.651	9.358	822.288	523.665	0.693	10.974	2557.467	1581.963	0.321	9.382	745.725	596.964	0.549	9.448	844.820	577.429	-0.225	11.820	3344.327	3908.773	-0.130	10.856	1771.800	1938.870	-0.216	12.013	3834.971	4454.352
b1418	cybB	-0.712	11.432	2158.779	3536.239	0.602	11.851	4551.101	2998.448	0.446	12.418	6387.342	4688.790	0.447	12.252	5695.078	4177.720	-0.113	10.209	1138.170	1230.902	-0.399	11.256	2129.797	2808.336	-0.406	9.500	629.037	833.478	-0.382	9.564	663.062	864.067	-0.413	9.927	843.650	1123.279	-0.340	9.335	574.037	726.591	0.182	12.342	5529.756	4874.370
b1419	ydcA	-0.634	10.644	1284.508	1993.379	0.449	11.329	3005.731	2201.849	1.487	12.557	10089.031	3599.298	1.220	12.215	7256.208	3114.964	0.116	10.270	1285.399	1186.092	0.025	11.100	2214.093	2176.056	0.070	10.095	1120.557	1067.485	0.522	9.718	1009.203	702.814	0.223	9.750	930.266	797.035	-0.228	9.673	754.303	883.447	-0.221	9.963	924.481	1077.521
b1420	mokB	-0.353	11.344	2300.130	2937.758	0.520	11.260	2936.740	2048.000	0.286	11.578	3375.768	2768.713	-0.195	11.125	2087.412	2389.512	0.241	9.535	806.483	682.412	0.019	10.641	1607.385	1586.355	1.118	9.136	828.869	381.886	0.716	8.979	646.721	393.713	-0.172	9.602	732.152	824.857	-0.195	8.627	369.518	422.996	-0.401	9.747	747.796	987.406
b1421	trg	1.588	11.858	6436.229	2140.897	-1.462	12.245	2924.552	8056.849	-1.629	13.029	4752.596	14699.709	-1.423	13.077	5276.992	14149.858	-0.609	10.328	1040.816	1587.455	-0.264	11.583	2799.590	3361.758	-1.285	10.442	891.135	2171.536	-1.292	10.479	912.070	2233.360	-0.039	9.755	852.467	875.826	0.116	9.083	564.567	520.950	0.204	11.936	4205.320	3650.808
b1422	ydcI	0.138	11.743	3595.558	3267.565	0.096	11.830	3763.867	3521.563	-1.109	12.536	4043.811	8722.343	-0.633	12.511	4687.165	7268.792	0.331	10.422	1538.704	1223.247	0.457	11.417	3203.648	2333.856	-0.202	9.918	902.010	1037.575	-0.463	10.067	913.651	1259.382	-0.184	9.571	713.614	810.686	-0.215	8.833	423.289	491.313	0.069	12.445	5710.890	5444.184
b1423	ydcJ	0.507	11.639	3801.887	2675.328	-0.703	12.004	3219.230	5240.541	-1.198	12.870	4942.413	11338.954	-0.806	12.641	4830.645	8445.692	-0.962	10.550	1074.165	2092.483	-0.568	11.398	2216.396	3285.734	-1.141	9.830	612.897	1351.644	-1.063	9.790	612.472	1279.620	-0.028	9.636	787.972	803.414	-0.042	9.487	707.213	728.104	0.105	10.024	1079.764	1003.970
b1424	opgD	0.101	11.587	3185.933	2970.520	-0.175	11.990	3828.331	4322.050	-0.438	12.221	4101.682	5556.651	-0.249	12.307	4648.340	5524.009	-0.390	10.273	1080.887	1416.387	-0.429	11.235	2077.309	2796.681	-0.784	9.491	548.368	944.234	-0.661	9.632	631.002	997.726	-0.125	9.662	775.778	845.992	-0.111	9.071	517.530	558.921	0.146	12.037	4420.519	3995.056
b1425	b1425	-0.200	11.225	2233.360	2565.457	0.334	10.931	2191.951	1738.949	0.230	11.589	3336.223	2844.580	0.620	11.656	4000.598	2603.073	-0.105	10.108	1064.160	1144.499	0.086	10.903	1972.760	1858.599	-0.130	10.151	1086.897	1189.385	0.172	9.160	607.188	538.947	0.192	9.451	748.055	654.841	-0.041	8.839	451.474	464.489	-0.211	9.500	673.017	779.011
b1426	ydcH	0.571	11.287	3045.577	2050.130	-0.365	11.631	2794.743	3599.298	-0.660	12.654	5127.358	8101.650	-0.237	12.636	5863.312	6910.144	-0.704	10.345	1019.044	1660.037	-0.289	11.075	1951.679	2384.548	-0.870	10.128	827.721	1512.794	-0.320	9.684	736.224	919.050	0.062	11.032	2139.414	2049.420	-0.200	10.103	1026.132	1178.716	0.217	11.043	2274.762	1957.098
b1427	rimL	0.395	11.637	3652.073	2777.363	-0.332	11.751	3072.080	3867.003	0.307	12.744	7630.173	6167.628	-0.170	12.561	5697.053	6409.517	0.264	10.482	1567.229	1305.150	0.144	11.308	2665.148	2411.976	0.289	9.326	709.422	580.640	0.037	9.626	800.357	780.092	-0.569	11.274	2033.149	3016.166	-0.745	10.046	816.608	1368.614	0.058	12.102	4485.335	4308.590
b1428	ydcK	0.754	10.558	1957.776	1160.877	-1.030	11.548	2095.386	4278.828	-0.591	11.947	3217.000	4845.736	-0.689	11.833	2873.314	4632.258	-0.804	9.838	692.658	1209.336	-0.626	11.166	1849.603	2854.456	-0.975	8.536	264.752	520.408	-0.754	9.304	486.737	820.864	-0.231	8.894	439.129	515.383	-0.124	8.578	366.076	398.932	0.196	12.455	6009.378	5245.992
b1429	tehA	0.838	11.889	5070.808	2836.704	-0.646	11.835	2920.501	4570.068	-0.363	13.043	7442.131	9571.305	-0.631	12.849	5928.700	9181.410	-0.657	10.676	1302.890	2054.398	-0.687	11.673	2573.471	4143.115	-0.461	9.311	541.381	745.208	-0.430	9.636	685.494	923.520	-0.046	9.680	807.322	833.478	-0.038	9.124	550.653	565.350	0.429	11.575	3539.917	2629.367
b1430	tehB	0.947	11.838	5083.125	2636.668	-0.831	12.226	3591.822	6389.556	-1.051	13.388	7447.291	15430.530	-1.021	13.344	7299.085	14812.217	-0.590	10.341	1057.176	1591.311	-0.472	11.584	2606.684	3615.551	-1.296	10.094	697.476	1712.633	-0.708	10.101	859.289	1403.682	0.077	9.673	838.403	794.829	0.401	9.220	685.256	518.967	-0.195	12.207	4418.987	5058.521
b1431	ydcL	-1.156	10.540	997.380	2222.550	1.240	11.035	3224.813	1365.298	0.860	11.992	5487.754	3023.492	0.286	11.630	3499.662	2870.328	0.141	9.864	978.549	887.436	-0.034	10.690	1632.650	1671.584	0.567	9.039	640.254	432.183	0.047	8.785	448.356	433.985	-0.132	11.524	2813.207	3082.745	-0.132	10.294	1199.319	1314.228	0.073	11.753	3539.917	3365.255
b1432	insQ	-0.297	9.140	508.992	625.341	-0.505	12.036	3525.226	5002.730	1.162	10.765	2603.073	1163.294	0.234	9.543	809.002	687.874	0.202	9.214	636.934	553.715	-0.271	9.957	904.828	1091.805	-0.664	7.462	140.070	221.936	0.271	9.246	666.980	552.756	-0.312	8.654	361.537	448.822	-0.505	9.341	544.391	772.558	0.422	12.440	6431.770	4800.603
b1433	ydcO	0.985	11.194	3295.999	1665.223	-1.235	11.935	2552.155	6007.296	-1.163	12.330	3440.732	7704.577	-0.865	12.260	3634.396	6619.470	-0.654	10.309	1011.303	1591.311	-0.811	11.497	2182.098	3828.331	-1.398	9.979	621.668	1638.318	-1.271	9.800	573.838	1384.837	-0.476	10.139	956.088	1329.806	-0.315	9.022	466.101	579.836	0.323	10.214	1328.424	1061.950
b1434	ydcN	-0.197	10.914	1802.146	2065.822	0.288	11.612	3458.666	2832.774	0.156	13.005	8677.117	7787.799	0.220	12.742	7393.286	6347.620	0.449	10.141	1319.248	966.416	0.459	11.171	2703.289	1966.617	0.814	9.942	1304.246	741.858	0.584	9.781	1077.147	718.578	0.093	11.281	2569.906	2409.470	-0.133	9.696	792.079	868.571	0.333	10.108	1238.605	983.308
b1435	ydcP	0.918	12.017	5697.053	3015.121	-0.502	12.240	4064.888	5756.595	-0.567	12.730	5581.743	8269.016	-0.150	12.587	5841.001	6480.997	-0.751	10.969	1545.117	2600.368	-0.771	11.901	2927.594	4995.800	-0.831	10.249	912.386	1623.059	-0.964	10.191	836.951	1632.650	-0.243	10.388	1231.755	1457.722	-0.224	9.495	667.674	779.821	0.214	10.269	1328.884	1145.689
b1436	yncJ	0.011	10.807	1798.402	1784.742	-0.212	10.991	1891.087	2190.432	-0.544	12.198	3891.202	5673.408	-0.173	12.205	4446.640	5013.144	0.002	10.053	1063.055	1061.582	-0.371	10.894	1673.323	2164.023	-0.392	9.026	455.087	597.171	-0.139	9.309	604.459	665.595	-0.048	9.138	554.099	572.845	-0.097	8.647	387.620	414.578	0.161	10.870	1978.923	1769.959
b1437	b1437	-0.431	10.330	1108.582	1494.555	0.372	10.758	1970.027	1522.261	0.833	12.094	5834.931	3275.501	-0.262	11.143	2065.106	2476.351	0.148	9.854	974.150	879.171	-0.201	10.650	1498.704	1722.753	-0.010	10.115	1105.130	1112.816	0.325	8.969	560.861	447.735	-0.078	9.586	748.055	789.612	-0.182	9.025	489.105	554.868	-0.132	10.374	1267.702	1389.163
b1438	hicB	-0.272	11.017	1885.851	2277.129	-0.212	11.527	2741.976	3176.011	-0.170	12.152	4290.708	4827.297	0.004	11.964	4000.598	3989.521	-0.216	10.453	1300.635	1510.698	-0.243	11.190	2147.586	2541.563	-0.065	9.224	584.679	611.623	0.015	9.562	759.813	751.954	-0.144	10.592	1468.370	1622.497	-0.279	9.231	545.524	661.914	0.223	10.181	1254.155	1074.537
b1439	ydcR	-0.097	10.622	1523.845	1629.823	0.127	11.207	2470.350	2262.183	-0.434	12.222	4110.220	5552.801	0.063	12.193	4785.653	4581.169	-0.077	9.484	697.234	735.458	-0.073	10.323	1248.950	1313.773	0.123	9.451	730.378	670.689	0.128	9.274	647.170	592.224	-0.195	10.087	1016.574	1163.697	0.219	9.077	582.656	500.595	0.719	12.082	5562.432	3379.280
b1440	ydcS	0.245	11.987	4418.987	3728.811	-0.525	12.441	4635.470	6670.134	-0.449	11.798	3047.689	4160.381	-0.675	11.822	2865.359	4574.822	-0.128	10.760	1658.887	1812.795	-0.064	11.653	3149.703	3292.574	-0.252	9.890	869.475	1035.420	0.065	9.906	981.266	938.036	-0.607	10.269	999.803	1522.789	-0.206	10.197	1092.941	1260.692	-0.215	12.198	4361.171	5062.029
b1441	ydcT	1.027	11.545	4265.503	2093.208	-0.880	11.556	2219.471	4084.659	-1.338	12.724	4255.167	10757.088	-1.210	12.703	4383.903	10141.616	-0.759	10.247	934.143	1580.867	-0.507	11.428	2311.318	3284.596	-0.913	9.020	378.330	712.378	-0.834	9.583	574.435	1024.000	0.103	10.143	1171.791	1091.049	0.019	8.858	467.072	460.961	0.184	11.484	3052.975	2687.409
b1442	ydcU	0.857	11.157	3073.145	1696.681	-0.849	11.632	2364.796	4259.593	-0.792	12.350	3967.460	6869.551	-1.010	12.208	3333.911	6714.201	-0.677	10.108	872.796	1395.436	-0.767	11.324	1965.254	3344.327	-1.067	9.391	463.845	971.789	-0.944	9.580	551.799	1061.582	0.169	10.216	1261.129	1121.722	-0.181	8.766	408.870	463.524	0.091	11.613	3232.646	3035.040
b1443	ydcV	0.850	11.289	3359.428	1863.760	-0.800	11.693	2509.180	4368.735	-0.948	12.860	5352.510	10326.044	-1.045	12.657	4496.230	9277.369	-0.490	10.377	1122.111	1575.943	-0.270	11.552	2734.384	3297.141	-0.778	9.378	508.111	871.284	-0.618	9.608	629.909	966.751	-0.019	10.107	1095.596	1110.120	-0.067	8.736	416.595	436.398	0.210	11.583	3299.427	2852.478
b1444	prr	0.918	11.314	3499.662	1852.169	-0.619	11.651	2594.966	3985.376	-1.379	12.576	3786.108	9847.215	-0.782	12.700	5074.324	8725.366	-0.115	10.091	1048.056	1135.018	0.064	11.275	2533.647	2423.708	-0.684	9.664	640.032	1028.268	-0.619	9.870	755.087	1159.671	0.130	10.556	1574.851	1439.149	0.002	9.159	572.051	571.259	0.313	10.235	1343.239	1081.262
b1445	ydcX	-0.379	10.353	1146.881	1491.450	0.147	11.046	2224.862	2009.332	0.835	12.355	6996.899	3922.343	0.141	12.150	4772.402	4328.046	0.059	9.641	814.912	782.258	0.017	10.614	1576.490	1558.022	0.145	9.743	901.073	814.912	-0.209	9.385	621.883	718.827	0.002	9.993	1019.750	1018.337	-0.051	9.151	558.533	578.631	-0.141	12.138	4292.195	4732.871
b1446	ydcY	-1.523	10.576	900.449	2587.781	1.358	10.963	3195.885	1246.788	1.183	11.671	4913.380	2164.023	0.672	11.372	3345.486	2099.747	0.442	9.756	1007.804	741.858	0.116	10.530	1539.237	1420.320	0.464	9.030	613.960	445.104	0.313	8.813	501.289	403.521	-0.469	10.113	941.293	1302.890	-0.522	9.246	506.704	727.599	-0.048	10.986	1994.761	2062.245
b1447	ydcZ	0.597	12.029	5139.812	3398.070	-0.346	12.473	5042.768	6409.517	-0.298	13.432	9967.390	12254.296	-0.068	13.099	8569.528	8983.114	-0.617	10.800	1439.648	2207.963	-0.427	11.719	2907.372	3908.773	-0.191	9.999	957.746	1093.320	0.396	9.752	989.119	751.693	-0.258	11.115	2028.222	2425.388	-0.046	10.119	1094.457	1129.916	-0.311	12.434	4968.174	6163.354
b1448	yncA	-0.096	11.812	3477.898	3717.198	0.275	11.600	3414.598	2821.996	-0.449	12.896	6523.814	8905.618	-0.420	12.637	5506.806	7367.707	-0.752	10.676	1260.692	2123.164	-0.625	11.825	2921.513	4505.589	-0.680	9.412	538.201	862.272	-0.339	9.599	689.545	872.191	-0.287	12.128	4052.229	4944.127	-0.512	10.073	902.010	1286.290	0.116	12.204	4911.677	4532.213
b1449	yncB	-0.007	11.122	2223.320	2234.134	-0.719	11.773	2727.758	4490.001	-0.504	12.522	4938.989	7004.178	-0.511	12.379	4462.078	6358.629	-0.613	10.744	1386.758	2120.958	-0.728	11.555	2337.904	3872.367	-1.015	9.676	575.431	1162.891	-1.018	9.692	581.244	1177.083	-0.208	11.436	2577.935	2977.736	-0.083	10.326	1247.220	1321.078	0.016	12.737	6864.791	6789.078
b1450	mcbR	-0.405	9.640	693.379	918.095	-0.030	9.786	873.704	892.062	0.003	9.733	851.876	850.107	0.204	9.437	743.918	645.825	-0.009	9.005	512.177	515.383	-0.171	10.500	1364.825	1536.572	0.146	6.999	134.550	121.600	-0.076	7.345	158.353	166.918	-0.213	7.959	231.120	267.891	-0.173	7.567	178.589	201.341	-0.195	9.336	604.040	691.459
b1451	yncD	-0.283	10.500	1312.862	1597.389	-0.450	11.771	2990.146	4084.659	2.868	11.503	7841.968	1074.165	0.216	11.076	2326.588	2003.074	0.675	10.419	1729.932	1083.512	0.822	11.175	3074.210	1738.949	0.361	10.713	1902.262	1481.148	-0.567	10.789	1453.686	2153.548	-0.113	9.181	558.146	603.621	-0.700	9.391	526.759	855.723	-0.549	12.534	4903.173	7173.692
b1452	yncE	-0.653	11.723	2695.804	4238.976	0.140	12.376	5579.809	5063.783	0.484	12.856	8767.805	6268.915	0.041	12.764	7055.341	6857.657	0.078	10.571	1562.889	1480.635	-0.212	11.561	2807.363	3251.749	-0.612	9.398	545.714	834.056	-0.507	9.456	589.154	837.241	0.974	9.992	1427.228	726.591	0.964	9.640	1114.360	571.259	0.168	12.952	8398.989	7475.736
b1453	ansP	1.265	11.458	4361.171	1814.681	-1.006	11.563	2134.970	4287.735	-1.063	12.796	4920.196	10279.625	-1.045	12.519	4086.075	8431.070	-0.813	10.923	1464.812	2573.471	-0.576	11.632	2599.467	3875.052	-0.936	9.687	595.930	1140.144	-1.280	9.898	612.260	1486.805	0.167	9.203	624.475	556.215	-0.159	8.573	360.411	402.404	0.184	11.794	3784.796	3331.601
b1454	yncG	0.491	11.231	2849.514	2027.519	-0.494	12.039	3546.057	4994.069	1.339	11.864	5928.700	2343.583	0.247	12.809	7817.546	6587.430	0.463	9.950	1161.280	842.481	-0.085	10.740	1660.613	1761.392	-0.347	11.495	2559.240	3255.131	0.112	9.279	645.825	597.585	-0.122	11.855	3550.976	3864.323	-0.382	9.641	699.413	911.438	0.134	10.954	2078.029	1893.710
b1455	yncH	0.371	11.115	2522.258	1950.327	-0.310	11.467	2542.444	3151.887	0.123	12.635	6637.849	6095.378	-0.128	12.327	4915.083	5371.093	-0.570	10.216	976.178	1449.159	-0.283	10.808	1625.311	1977.552	-0.604	9.282	504.951	767.488	-0.403	9.745	746.242	986.722	-0.058	10.304	1239.034	1289.861	-0.343	9.289	555.445	704.522	-0.105	12.367	5093.706	5478.252
b1456	rhsE	1.169	11.402	4057.851	1804.646	-1.152	11.702	2234.908	4966.453	-1.227	12.319	3339.694	7817.546	-0.624	12.162	3691.522	5689.160	-1.041	10.594	1077.521	2217.164	-1.263	11.785	2277.918	5466.872	-1.057	10.237	836.661	1740.758	-0.790	10.183	884.060	1528.605	-0.080	10.075	1049.146	1108.966	-0.096	9.206	571.259	610.565	0.059	12.244	4950.985	4752.596
b1457	ydcD	0.688	9.427	873.704	542.320	-0.440	10.922	1665.801	2259.832	-0.061	12.311	4975.066	5189.932	-0.107	12.100	4230.170	4555.836	-0.551	9.630	654.614	959.075	-0.016	10.820	1797.779	1817.828	0.085	9.527	759.813	716.340	-0.040	9.217	586.912	603.412	0.093	10.494	1489.384	1396.403	-0.053	8.738	419.201	434.888	-0.517	12.025	3483.930	4985.422
b1458	b1458	1.327	10.875	2974.641	1185.681	-1.198	11.318	1685.546	3867.003	-1.520	12.264	2904.351	8329.418	-1.063	12.172	3192.564	6670.134	-1.361	10.154	710.899	1826.037	-1.134	11.235	1627.002	3570.722	-0.645	9.896	761.922	1191.448	-0.801	9.927	737.500	1284.953	0.027	9.131	565.938	555.445	-0.134	8.544	356.313	390.993	-0.178	12.305	4757.540	5382.274
b1459	yncI	0.833	10.287	1667.533	936.088	-0.801	10.900	1447.653	2522.258	-0.654	11.916	3080.609	4847.415	-0.401	11.577	2658.690	3510.595	-0.473	9.677	694.822	964.408	-0.377	10.701	1460.757	1896.995	-0.019	9.462	700.626	709.914	0.108	9.055	552.182	512.355	-0.090	9.569	736.224	783.614	-0.058	8.273	303.174	315.610	-0.244	11.766	3200.319	3790.047
b1460	ydcC	2.595	11.858	9124.312	1510.175	-2.645	12.264	1966.617	12301.102	-2.324	13.019	3709.477	18574.040	-1.781	12.901	4125.920	14179.313	-2.007	10.843	916.188	3682.577	-1.339	11.762	2183.611	5524.009	-1.498	11.029	1243.336	3511.812	-2.173	11.065	1008.853	4549.524	0.094	9.764	898.267	841.605	-0.032	8.491	355.819	363.800	0.363	12.858	8419.390	6546.463
b1461	pptA	-0.510	10.776	1469.388	2092.483	0.138	11.133	2355.798	2140.897	0.814	12.293	6653.972	3784.796	0.035	11.898	3862.984	3770.395	0.051	10.173	1175.045	1134.232	-0.294	10.815	1627.002	1994.761	0.820	9.443	924.802	523.846	0.352	9.095	617.802	484.046	-0.689	10.212	934.143	1505.994	-0.623	9.598	624.475	961.738	-0.031	11.913	3815.086	3897.950
b1462	yddH	0.784	11.170	3023.492	1755.906	-0.717	11.259	1911.514	3142.071	-0.613	12.658	5226.031	7992.882	-0.797	12.879	5714.850	9929.463	-0.578	10.042	862.870	1288.074	-0.546	11.185	1926.812	2813.207	-0.819	9.393	506.178	892.990	-0.535	9.415	567.116	821.718	-0.238	10.173	1063.055	1253.720	-0.602	9.070	436.247	662.143	-0.105	12.148	4376.312	4706.699
b1463	nhoA	0.328	11.497	3238.253	2579.722	-0.612	11.969	3242.745	4956.136	-1.046	12.923	5404.704	11159.618	-0.724	12.953	6169.766	10190.943	-0.129	11.200	2249.674	2460.098	0.008	11.760	3477.898	3458.666	0.318	10.420	1529.665	1227.068	-0.075	10.415	1330.267	1401.251	0.076	11.005	2109.960	2001.686	-0.236	10.255	1126.007	1326.124	0.230	10.179	1255.460	1070.449
b1464	yddE	-0.079	11.263	2391.168	2525.757	-0.383	11.736	2987.038	3895.249	-0.130	12.234	4605.046	5039.273	-0.511	12.147	3799.253	5414.078	-0.369	10.256	1076.028	1389.644	-0.324	11.307	2264.536	2834.739	-0.829	9.722	633.631	1125.617	-0.652	9.512	582.454	915.236	-0.431	10.351	1124.837	1516.469	-0.299	9.514	659.167	810.967	-0.076	12.246	4731.231	4987.150
b1465	narV	0.135	10.860	1947.625	1773.643	-0.234	11.386	2467.783	2902.338	-0.237	12.425	5065.539	5969.937	-0.189	12.370	4957.854	5651.821	0.037	10.347	1319.248	1285.844	0.177	11.339	2754.357	2436.340	-0.645	9.385	534.668	836.082	-0.226	9.234	556.794	651.219	0.390	9.708	957.415	730.631	0.159	8.787	466.748	418.041	-0.028	11.594	3061.451	3121.449
b1466	narW	0.282	10.744	1891.087	1555.325	-0.382	10.949	1731.732	2256.702	-0.921	12.031	3041.358	5758.590	-0.657	11.957	3166.120	4992.338	0.489	10.126	1323.828	943.252	0.173	11.144	2402.799	2131.273	-0.380	9.137	493.532	642.254	-0.276	9.342	589.766	714.109	0.108	9.555	780.903	724.579	-0.062	8.529	361.537	377.413	0.213	11.609	3362.923	2901.333
b1467	narY	1.007	10.964	2831.793	1409.043	-0.817	11.512	2200.324	3876.395	-1.629	12.511	3318.924	10265.384	-1.009	12.440	3916.909	7882.841	-0.228	9.907	887.129	1039.014	-0.025	11.225	2373.006	2414.485	-1.083	9.539	511.114	1082.762	-0.936	9.684	594.692	1137.775	0.945	10.816	2501.365	1299.283	0.572	8.989	619.517	416.739	0.147	11.808	3773.009	3407.505
b1468	narZ	-0.178	10.421	1288.967	1458.227	0.270	11.015	2272.398	1884.544	0.561	11.551	3644.487	2470.350	-0.032	10.984	2003.074	2048.000	0.946	9.690	1146.484	595.105	0.711	10.431	1766.282	1079.016	0.226	9.561	816.891	698.444	0.553	9.437	839.566	572.249	0.664	9.400	850.401	536.710	0.162	9.721	892.680	797.865	-0.770	10.815	1379.567	2352.534
